TS_ID,Name,Constant
5422acb9af1c889c16000029,"Weapon",BaseClasses.WEAPON
5cadf6eeae921500134b2799,"12.7x55mm PS12B",ItemTpl.AMMO_127X55_PS12B
5d6e68a8a4b9360b6c0d54e2,"12/70 AP-20 armor-piercing slug",ItemTpl.AMMO_12G_AP20
5d6e68b3a4b9361bca7e50b5,"12/70 Copper Sabot Premier HP slug",ItemTpl.AMMO_12G_CSP
5e85a9f4add9fe03027d9bf1,"23x75mm Zvezda flashbang round",ItemTpl.AMMO_23X75_ZVEZDA
635267f063651329f75a4ee8,"26x75mm flare cartridge (Acid Green)",ItemTpl.AMMO_26X75_AG
62389aaba63f32501b1b444f,"26x75mm flare cartridge (Green)",ItemTpl.AMMO_26X75_GREEN
62389ba9a63f32501b1b4451,"26x75mm flare cartridge (Red)",ItemTpl.AMMO_26X75_RED
5f0596629e22f464da6bbdd9,".366 TKM AP-M",ItemTpl.AMMO_366TKM_APM
5ede474b0c226a66f5402622,"40x46mm M381 (HE) grenade",ItemTpl.AMMO_40X46_M381
5f0c892565703e5c461894e9,"40x46mm M433 (HEDP) grenade",ItemTpl.AMMO_40X46_M433
5ede47405b097655935d7d16,"40x46mm M441 (HE) grenade",ItemTpl.AMMO_40X46_M441
5ba26835d4351e0035628ff5,"4.6x30mm AP SX",ItemTpl.AMMO_46X30_AP_SX
61962b617c6c7b169525f168,"5.45x39mm 7N40",ItemTpl.AMMO_545X39_7N40
56dfef82d2720bbd668b4567,"5.45x39mm BP gs",ItemTpl.AMMO_545X39_BP
56dff026d2720bb8668b4567,"5.45x39mm BS gs",ItemTpl.AMMO_545X39_BS
5c0d5e4486f77478390952fe,"5.45x39mm PPBS gs Igolnik",ItemTpl.AMMO_545X39_PPBS
54527ac44bdc2d36668b4567,"5.56x45mm M855A1",ItemTpl.AMMO_556X45_M855A1
59e690b686f7746c9f75e848,"5.56x45mm M995",ItemTpl.AMMO_556X45_M995
601949593ae8f707c4608daa,"5.56x45mm SSA AP",ItemTpl.AMMO_556X45_SSA_AP
5cc80f67e4a949035e43bbba,"5.7x28mm SB193",ItemTpl.AMMO_57X28_SB193
6529243824cbe3c74a05e5c1,"6.8x51mm SIG Hybrid",ItemTpl.AMMO_68X51_HYBRID
5fd20ff893a8961fc660a954,".300 Blackout AP",ItemTpl.AMMO_762X35_AP
64b8725c4b75259c590fa899,".300 Blackout CBJ",ItemTpl.AMMO_762X35_CBJ
59e0d99486f7744a32234762,"7.62x39mm BP gzh",ItemTpl.AMMO_762X39_BP
601aa3d2b2bcb34913271e6d,"7.62x39mm MAI AP",ItemTpl.AMMO_762X39_MAI_AP
5a6086ea4f39f99cd479502f,"7.62x51mm M61",ItemTpl.AMMO_762X51_M61
5a608bf24f39f98ffc77720e,"7.62x51mm M62 Tracer",ItemTpl.AMMO_762X51_M62
58dd3ad986f77403051cba8f,"7.62x51mm M80",ItemTpl.AMMO_762X51_M80
5efb0c1bd79ff02a1f5e68d9,"7.62x51mm M993",ItemTpl.AMMO_762X51_M993
5e023d48186a883be655e551,"7.62x54mm R BS gs",ItemTpl.AMMO_762X54R_BS
5e023d34e8a400319a28ed44,"7.62x54mm R BT gzh",ItemTpl.AMMO_762X54R_BT
59e77a2386f7742ee578960a,"7.62x54mm R PS gzh",ItemTpl.AMMO_762X54R_PS
560d61e84bdc2da74d8b4571,"7.62x54mm R SNB gzh",ItemTpl.AMMO_762X54R_SNB
5fc382a9d724d907e2077dab,".338 Lapua Magnum AP",ItemTpl.AMMO_86X70_AP
5fc275cf85fd526b824a571a,".338 Lapua Magnum FMJ",ItemTpl.AMMO_86X70_FMJ
5c0d688c86f77413ae3407b2,"9x39mm BP gs",ItemTpl.AMMO_9X39_BP
61962d879bb3d20b0946d385,"9x39mm PAB-9 gs",ItemTpl.AMMO_9X39_PAB9
57a0e5022459774d1673f889,"9x39mm SP-6 gs",ItemTpl.AMMO_9X39_SP6
6570241bcfc010a0f50069f5,"12.7x55mm PS12 ammo pack (10 pcs)",ItemTpl.AMMOBOX_127X55_PS12_10RND
65702420bfc87b3a34093219,"12.7x55mm PS12A ammo pack (10 pcs)",ItemTpl.AMMOBOX_127X55_PS12A_10RND
648983d6b5a2df1c815a04ec,"12.7x55mm PS12B (10 pcs)",ItemTpl.AMMOBOX_127X55_PS12B_10RND
65702469c5d7d4cb4d07855b,"12/70 makeshift .50 BMG slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_50_BMG_25RND
65702426cfc010a0f50069f8,"12/70 5.25mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_525MM_25RND
657024361419851aef03e6fa,"12/70 7mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_7MM_25RND
64898838d5b4df6140000a20,"12/70 AP-20 ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_AP20_25RND
65702479c5d7d4cb4d07855e,"12/70 Copper Sabot Premier HP slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_CSP_25RND
6570243fcfc010a0f50069fb,"12/70 Dual Sabot slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_DUALSABOT_25RND
65702432bfc87b3a3409321c,"12/70 6.5mm Express buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_EXPRESS_25RND
65702474bfc87b3a34093226,"12/70 flechette ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_FLECHETTE_25RND
65702449bfc87b3a34093223,"12/70 FTX Custom Lite slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_FTX_25RND
6570244ec5d7d4cb4d078558,"12/70 Grizzly 40 slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_GRIZZLY_40_25RND
6570243bbfc87b3a3409321f,"12/70 8.5mm Magnum buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_MAGNUM_25RND
657024431419851aef03e6fd,"12/70 Piranha ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_PIRANHA_25RND
65702452cfc010a0f50069fe,"12/70 Poleva-3 slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_POLEVA3_25RND
657024581419851aef03e700,"12/70 Poleva-6u slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_POLEVA6U_25RND
6570247ebfc87b3a34093229,"12/70 SuperFormance HP slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_SFORMANCE_25RND
6570246fcfc010a0f5006a01,"12/70 lead slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_12G_SLUG_25RND
657024831419851aef03e703,"20/70 5.6mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_56MM_25RND
6570248dcfc010a0f5006a04,"20/70 6.2mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_62MM_25RND
657024921419851aef03e706,"20/70 7.3mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_73MM_25RND
65702495c5d7d4cb4d078561,"20/70 7.5mm buckshot ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_75MM_25RND
6570249bcfc010a0f5006a07,"20/70 Devastator slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_DEVASTATOR_25RND
657024a4bfc87b3a3409322c,"20/70 Poleva-3 slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_POLEVA3_25RND
657024a91419851aef03e70c,"20/70 Poleva-6u slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_POLEVA6U_25RND
6570249f1419851aef03e709,"20/70 Star slug ammo pack (25 pcs)",ItemTpl.AMMOBOX_20G_STAR_25RND
657024b8bfc87b3a34093232,"23x75mm Barrikada slug ammo pack (5 pcs)",ItemTpl.AMMOBOX_23X75_BARRIKADA_5RND
657024aebfc87b3a3409322f,"23x75mm Shrapnel-10 buckshot ammo pack (5 pcs)",ItemTpl.AMMOBOX_23X75_SHRAP10_5RND
657024b31419851aef03e70f,"23x75mm Shrapnel-25 buckshot ammo pack (5 pcs)",ItemTpl.AMMOBOX_23X75_SHRAP25_5RND
657024bdc5d7d4cb4d078564,"23x75mm Zvezda flashbang round ammo pack (5 pcs)",ItemTpl.AMMOBOX_23X75_ZVEZDA_5RND
657023f81419851aef03e6f1,".366 TKM AP-M ammo pack (20 pcs)",ItemTpl.AMMOBOX_366TKM_APM_20RND
657024011419851aef03e6f4,".366 TKM EKO ammo pack (20 pcs)",ItemTpl.AMMOBOX_366TKM_EKO_20RND
657023f1bfc87b3a34093210,".366 TKM FMJ ammo pack (20 pcs)",ItemTpl.AMMOBOX_366TKM_FMJ_20RND
657023fcbfc87b3a34093213,".366 TKM Geksa ammo pack (20 pcs)",ItemTpl.AMMOBOX_366TKM_GEKSA_20RND
6489879db5a2df1c815a04ef,".45 ACP AP ammo pack (50 pcs)",ItemTpl.AMMOBOX_45ACP_AP_50RND
6570240ecfc010a0f50069f2,".45 ACP Match FMJ ammo pack (50 pcs)",ItemTpl.AMMOBOX_45ACP_FMJ_50RND
65702406bfc87b3a34093216,".45 ACP Hydra-Shok ammo pack (50 pcs)",ItemTpl.AMMOBOX_45ACP_HYDRASHOK_50RND
6570240a1419851aef03e6f7,".45 ACP Lasermatch FMJ ammo pack (50 pcs)",ItemTpl.AMMOBOX_45ACP_LASERMATCH_50RND
65702414c5d7d4cb4d078555,".45 ACP RIP ammo pack (50 pcs)",ItemTpl.AMMOBOX_45ACP_RIP_50RND
657024c81419851aef03e712,"4.6x30mm Action SX ammo pack (40 pcs)",ItemTpl.AMMOBOX_46X30_ACTION_SX_40RND
6489870774a806211e4fb685,"4.6x30mm AP SX ammo pack (40 pcs)",ItemTpl.AMMOBOX_46X30_AP_SX_40RND
657024cecfc010a0f5006a0a,"4.6x30mm FMJ SX ammo pack (40 pcs)",ItemTpl.AMMOBOX_46X30_FMJ_SX_40RND
657024d2bfc87b3a34093235,"4.6x30mm Subsonic SX ammo pack (40 pcs)",ItemTpl.AMMOBOX_46X30_SUBSONIC_SX_40RND
6570900858b315e8b70a8a98,"5.45x39mm 7N40 ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_7N40_120RND
64898602f09d032aa9399d56,"5.45x39mm 7N40 ammo pack (30 pcs)",ItemTpl.AMMOBOX_545X39_7N40_30RND
57372b832459776701014e41,"5.45x39mm BS gs ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_BS_120RND
57372bad245977670b7cd242,"5.45x39mm BS gs ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_BS_120RND_DAMAGED
57372bd3245977670b7cd243,"5.45x39mm BS gs ammo pack (30 pcs)",ItemTpl.AMMOBOX_545X39_BS_30RND
57372c21245977670937c6c2,"5.45x39mm BT gs ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_BT_120RND
57372c56245977685e584582,"5.45x39mm BT gs ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_BT_120RND_DAMAGED
57372c89245977685d4159b1,"5.45x39mm BT gs ammo pack (30 pcs)",ItemTpl.AMMOBOX_545X39_BT_30RND
657025ebc5d7d4cb4d078588,"5.45x39mm PPBS gs Igolnik ammo pack (120 pcs)",ItemTpl.AMMOBOX_545X39_PPBS_120RND
5c1262a286f7743f8a69aab2,"5.45x39mm PPBS gs Igolnik ammo pack (30 pcs)",ItemTpl.AMMOBOX_545X39_PPBS_30RND
657026451419851aef03e733,"5.56x45mm FMJ ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_FMJ_100RND
657024d8c5d7d4cb4d078567,"5.56x45mm FMJ ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_FMJ_50RND
6570264acfc010a0f5006a50,"5.56x45mm HP ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_HP_100RND
657024debfc87b3a34093238,"5.56x45mm HP ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_HP_50RND
6570264d1419851aef03e736,"5.56x45mm M855 ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_M855_100RND
65702652cfc010a0f5006a53,"5.56x45mm M855A1 ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_M855A1_100RND
657024e3c5d7d4cb4d07856a,"5.56x45mm M855A1 ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_M855A1_50RND
65702656c5d7d4cb4d078591,"5.56x45mm M856 ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_M856_100RND
657024e8cfc010a0f5006a0d,"5.56x45mm M856 ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_M856_50RND
6570265bcfc010a0f5006a56,"5.56x45mm M856A1 ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_M856A1_100RND
657024ecc5d7d4cb4d07856d,"5.56x45mm M856A1 ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_M856A1_50RND
6570265f1419851aef03e739,"5.56x45mm M995 ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_M995_100RND
657024f01419851aef03e715,"5.56x45mm M995 ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_M995_50RND
65702664cfc010a0f5006a59,"5.56x45mm MK 255 Mod 0 (RRLP) ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_RRLP_100RND
657024f5cfc010a0f5006a10,"5.56x45mm MK 255 Mod 0 (RRLP) ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_RRLP_50RND
6570266bc5d7d4cb4d078594,"5.56x45mm MK 318 Mod 0 (SOST) ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_SOST_100RND
657024f9bfc87b3a3409323b,"5.56x45mm MK 318 Mod 0 (SOST) ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_SOST_50RND
65702681bfc87b3a3409325f,"5.56x45mm SSA AP ammo pack (100 pcs)",ItemTpl.AMMOBOX_556X45_SSA_AP_100RND
64898583d5b4df6140000a1d,"5.56x45mm SSA AP ammo pack (50 pcs)",ItemTpl.AMMOBOX_556X45_SSA_AP_50RND
657025161419851aef03e718,"5.7x28mm L191 ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_L191_50RND
6570251ccfc010a0f5006a13,"5.7x28mm R37.F ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_R37F_50RND
65702520bfc87b3a3409323e,"5.7x28mm R37.X ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_R37X_50RND
65702524cfc010a0f5006a16,"5.7x28mm SB193 ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_SB193_50RND
648986bbc827d4637f01791e,"5.7x28mm SS190 ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_SS190_50RND
657025281419851aef03e71b,"5.7x28mm SS197SR ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_SS197SR_50RND
6570252dbfc87b3a34093241,"5.7x28mm SS198LF ammo pack (50 pcs)",ItemTpl.AMMOBOX_57X28_SS198LF_50RND
6570253ec5d7d4cb4d078573,"7.62x25mm TT AKBS ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_AKBS_25RND
65702532cfc010a0f5006a19,"7.62x25mm ТТ FMJ43 ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_FMJ43_25RND
65702536c5d7d4cb4d078570,"7.62x25mm ТТ LRN ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_LRN_25RND
6570253acfc010a0f5006a1c,"7.62x25mm ТТ LRNPC ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_LRNPC_25RND
657025421419851aef03e71e,"7.62x25mm TT P gl ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_P_25RND
65702546cfc010a0f5006a1f,"7.62x25mm TT Pst gzh ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_PST_25RND
6570254abfc87b3a34093244,"7.62x25mm TT PT gzh ammo pack (25 pcs)",ItemTpl.AMMOBOX_762X25TT_PT_25RND
648985c074a806211e4fb682,".300 Blackout AP ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_AP_50RND
657023a9126cc4a57d0e17a6,".300 Blackout CBJ ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_CBJ_50RND
657023bebfc87b3a34093207,".300 Blackout BCP FMJ ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_FMJ_50RND
657023b1cfc010a0f50069e5,".300 Blackout M62 Tracer ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_M62_50RND
657023b71419851aef03e6e8,".300 Blackout V-Max ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_VMAX_50RND
657023c61419851aef03e6eb,".300 Whisper ammo pack (50 pcs)",ItemTpl.AMMOBOX_762X35_WHISPER_50RND
64acea16c4eda9354b0226b0,"7.62x39mm BP gzh ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X39_BP_20RND
6489851fc827d4637f01791b,"7.62x39mm MAI AP ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X39_MAI_AP_20RND
65702561cfc010a0f5006a28,"7.62x51mm BCP FMJ ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_BCP_FMJ_20RND
6570254fcfc010a0f5006a22,"7.62x51mm M61 ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_M61_20RND
65702554bfc87b3a34093247,"7.62x51mm M62 Tracer ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_M62_20RND
65702558cfc010a0f5006a25,"7.62x51mm M80 ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_M80_20RND
648984e3f09d032aa9399d53,"7.62x51mm M993 ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_M993_20RND
65702566bfc87b3a3409324d,"7.62x51mm TCW SP ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_TCW_SP_20RND
6570255dbfc87b3a3409324a,"7.62x51mm Ultra Nosler ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X51_ULTRA_NOSLER_20RND
648984b8d5b4df6140000a1a,"7.62x54mm R BS ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X54R_BS_20RND
65702572c5d7d4cb4d078576,"7.62x54mm R BT gzh ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X54R_BT_20RND
65702577cfc010a0f5006a2c,"7.62x54mm R LPS gzh ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X54R_LPS_20RND
6570257cc5d7d4cb4d078579,"7.62x54mm R PS gzh ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X54R_PS_20RND
65702584cfc010a0f5006a2f,"7.62x54mm R T-46M gzh ammo pack (20 pcs)",ItemTpl.AMMOBOX_762X54R_T46M_20RND
6489848173c462723909a14b,".338 Lapua Magnum AP ammo pack (20 pcs)",ItemTpl.AMMOBOX_86X70_AP_20RND
657023ccbfc87b3a3409320a,".338 Lapua Magnum FMJ ammo pack (20 pcs)",ItemTpl.AMMOBOX_86X70_FMJ_20RND
657023d6cfc010a0f50069e9,".338 Lapua Magnum TAC-X ammo pack (20 pcs)",ItemTpl.AMMOBOX_86X70_TACX_20RND
